Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Left Bars,Right Bars,Enable Long Entry,Enable Short Entry,Entry Type,Trigger Distance (ticks),Stop Loss (ticks),Take Profit (ticks),Trade Cutoff Time (ET),Enable Long Breakout,Enable Short Breakout,Breakout Entry Type,Breakout Trigger Distance (ticks),Breakout Stop Loss (ticks),Breakout Take Profit (ticks),Breakout Left Bars,Breakout Right Bars
1949,CME_MINI:MNQ1!,5,64.5,237.5,-173,36.27,37.74,34.69,1.01,1.1,0.93,"1,240.50","191,850.00",102,53,49,0,0,0,0.63,4.48,-3.53,129.27,131.43,126.74,73.73,74.72,72.73,160,160,160,150,144,150,15,40,Close,90,120,320,,,,,,,,,,,
1955,CME_MINI:MNQ1!,5,"1,016.00",237.5,778.5,39.76,38.64,41.03,1.29,1.12,1.52,397,"191,850.00",83,44,39,0,0,0,12.24,5.4,19.96,137.8,133.09,142.81,70.63,75,65.5,160.5,160,160.5,144,144,102,45,40,Close,90,120,320,,,,,,,,,,,
2059,CME_MINI:MNQ1!,5,183.5,237.5,-54,36.63,37.74,35.42,1.04,1.1,0.98,"1,121.50","191,850.00",101,53,48,0,0,0,1.82,4.48,-1.13,129.27,131.43,126.74,73.01,74.72,71.24,160,160,160,150,144,150,15,40,Close,100,120,320,,,,,,,,,,,
2065,CME_MINI:MNQ1!,5,"1,016.00",237.5,778.5,39.76,38.64,41.03,1.29,1.12,1.52,397,"191,850.00",83,44,39,0,0,0,12.24,5.4,19.96,137.8,133.09,142.81,70.63,75,65.5,160.5,160,160.5,144,144,102,45,40,Close,100,120,320,,,,,,,,,,,
1712,CME_MINI:MNQ1!,5,923.5,236,687.5,36.26,36.36,36.17,1.26,1.13,1.41,492.5,"191,850.00",91,44,47,0,0,0,10.15,5.36,14.63,134.33,128.56,139.76,61.57,65.04,58.22,160.5,160,160.5,93.5,93.5,82,40,10,Close,110,80,320,,,,,,,,,,,
1413,CME_MINI:MNQ1!,5,891.5,234.5,657,34.94,31.82,38.46,1.27,1.13,1.46,419,"191,850.00",83,44,39,0,0,0,10.74,5.33,16.85,143.66,148.54,139.1,60.64,61.5,59.56,160,160,160,109.5,109.5,93.5,30,55,Close,80,80,320,,,,,,,,,,,
1385,CME_MINI:MNQ1!,5,"1,013.50",234,779.5,36.84,35.56,38,1.28,1.13,1.42,438.5,"191,850.00",95,45,50,0,0,0,10.67,5.2,15.59,133.59,128.56,137.82,62.07,62.86,61.3,160.5,160,160.5,93.5,93.5,92.5,55,10,Close,80,80,320,,,,,,,,,,,
1398,CME_MINI:MNQ1!,5,185,233,-48,33.65,33.96,33.33,1.04,1.11,0.98,765,"191,850.00",104,53,51,0,0,0,1.78,4.4,-0.94,125.1,128.64,121.35,61.67,61.25,62.09,160,160,160,130,124,130,10,40,Close,80,80,320,,,,,,,,,,,
1508,CME_MINI:MNQ1!,5,48,233,-185,33.01,33.96,32,1.01,1.11,0.91,902,"191,850.00",103,53,50,0,0,0,0.47,4.4,-3.7,124.75,128.64,120.38,61.67,61.25,62.09,160,160,160,130,124,130,10,40,Close,90,80,320,,,,,,,,,,,
1618,CME_MINI:MNQ1!,5,147,233,-86,33.33,33.96,32.65,1.04,1.11,0.96,803,"191,850.00",102,53,49,0,0,0,1.44,4.4,-1.76,124.75,128.64,120.38,61.11,61.25,60.97,160,160,160,130,124,130,10,40,Close,100,80,320,,,,,,,,,,,
1838,CME_MINI:MNQ1!,5,45,233,-188,36.54,37.74,35.29,1.01,1.1,0.92,"1,249.50","191,850.00",104,53,51,0,0,0,0.43,4.4,-3.69,127.45,131.25,123.22,73.82,74.75,72.91,160,160,160,150,144,150,10,40,Close,80,120,320,,,,,,,,,,,
1948,CME_MINI:MNQ1!,5,-92,233,-325,35.92,37.74,34,0.98,1.1,0.86,"1,386.50","191,850.00",103,53,50,0,0,0,-0.89,4.4,-6.5,127.19,131.25,122.41,73.82,74.75,72.91,160,160,160,150,144,150,10,40,Close,90,120,320,,,,,,,,,,,
2058,CME_MINI:MNQ1!,5,27,233,-206,36.27,37.74,34.69,1.01,1.1,0.91,"1,267.50","191,850.00",102,53,49,0,0,0,0.26,4.4,-4.2,127.19,131.25,122.41,73.11,74.75,71.47,160,160,160,150,144,150,10,40,Close,100,120,320,,,,,,,,,,,
1947,CME_MINI:MNQ1!,5,818,231,587,39.02,39.13,38.89,1.23,1.11,1.41,395.5,"191,850.00",82,46,36,0,0,0,9.98,5.02,16.31,137.39,132.44,143.75,71.57,76.89,64.8,160.5,160,160.5,144,144,102,60,25,Close,90,120,320,,,,,,,,,,,
2057,CME_MINI:MNQ1!,5,818,231,587,39.02,39.13,38.89,1.23,1.11,1.41,395.5,"191,850.00",82,46,36,0,0,0,9.98,5.02,16.31,137.39,132.44,143.75,71.57,76.89,64.8,160.5,160,160.5,144,144,102,60,25,Close,100,120,320,,,,,,,,,,,
1716,CME_MINI:MNQ1!,5,954.5,230.5,724,36.36,35.71,36.96,1.28,1.13,1.45,421,"191,850.00",88,42,46,0,0,0,10.85,5.49,15.74,136.39,134.8,137.79,62,66.35,57.8,160.5,160,160.5,124,124,82,60,10,Close,110,80,320,,,,,,,,,,,
20,CME_MINI:MNQ1!,5,260,230,30,25.96,26.32,25.53,1.07,1.12,1.02,780,"191,850.00",104,57,47,0,0,0,2.5,4.04,0.64,142.22,142,142.5,47.11,45.24,49.41,160,160,160,60,60,60,50,25,Touch,80,80,260,,,,,,,,,,,
910,CME_MINI:MNQ1!,5,290,230,60,34.41,35.85,32.5,1.07,1.09,1.03,669.5,"191,850.00",93,53,40,0,0,0,3.12,4.34,1.5,142.19,142.63,141.54,71,72.94,68.46,160,160,160,80,80,80,45,40,Touch,80,160,260,,,,,,,,,,,
1118,CME_MINI:MNQ1!,5,400,230,170,35.85,36.84,34.69,1.08,1.09,1.08,740,"191,850.00",106,57,49,0,0,0,3.77,4.04,3.47,137.89,138.57,137.06,72.24,74.44,69.68,160,160,160,80,80,80,40,25,Touch,100,160,260,,,,,,,,,,,
854,CME_MINI:MNQ1!,5,572,228.5,343.5,41.18,40.91,41.46,1.16,1.12,1.21,592,"191,850.00",85,44,41,0,0,0,6.73,5.19,8.38,116.56,117.56,115.5,70.15,72.6,67.5,160,160,160,144,144,113.5,40,40,Close,110,120,260,,,,,,,,,,,
1732,CME_MINI:MNQ1!,5,836.5,228.5,608,36.26,34.04,38.64,1.23,1.12,1.36,461.5,"191,850.00",91,47,44,0,0,0,9.19,4.86,13.82,134.55,134.25,134.82,62.13,61.92,62.37,160.5,160,160.5,130,124,130,30,40,Close,110,80,320,,,,,,,,,,,
101,CME_MINI:MNQ1!,5,523.5,224.5,299,34.21,34.21,34.21,1.18,1.15,1.21,479.5,"191,850.00",76,38,38,0,0,0,6.89,5.91,7.87,134.88,135.04,134.73,60.89,61.24,60.52,160,160,160,115,109.5,115,15,70,Close,80,80,260,,,,,,,,,,,
103,CME_MINI:MNQ1!,5,657,224.5,432.5,35.21,34.21,36.36,1.24,1.14,1.36,444,"191,850.00",71,38,33,0,0,0,9.25,5.91,13.11,136.46,136.42,136.5,59.88,61.96,57.4,160,160,160,109.5,109.5,61,25,70,Close,80,80,260,,,,,,,,,,,
211,CME_MINI:MNQ1!,5,523.5,224.5,299,34.21,34.21,34.21,1.18,1.15,1.21,479.5,"191,850.00",76,38,38,0,0,0,6.89,5.91,7.87,134.88,135.04,134.73,60.89,61.24,60.52,160,160,160,115,109.5,115,15,70,Close,90,80,260,,,,,,,,,,,
321,CME_MINI:MNQ1!,5,523.5,224.5,299,34.21,34.21,34.21,1.18,1.15,1.21,479.5,"191,850.00",76,38,38,0,0,0,6.89,5.91,7.87,134.88,135.04,134.73,60.89,61.24,60.52,160,160,160,115,109.5,115,15,70,Close,100,80,260,,,,,,,,,,,
646,CME_MINI:MNQ1!,5,727.5,222.5,505,38.89,37.84,40,1.24,1.13,1.38,459,"191,850.00",72,37,35,0,0,0,10.1,6.01,14.43,133.16,134.39,131.93,68.2,72.13,63.9,160,160,160,129.5,129.5,90,45,55,Close,90,120,260,,,,,,,,,,,
756,CME_MINI:MNQ1!,5,727.5,222.5,505,38.89,37.84,40,1.24,1.13,1.38,459,"191,850.00",72,37,35,0,0,0,10.1,6.01,14.43,133.16,134.39,131.93,68.2,72.13,63.9,160,160,160,129.5,129.5,90,45,55,Close,100,120,260,,,,,,,,,,,
1857,CME_MINI:MNQ1!,5,861,222.5,638.5,37.14,35.14,39.39,1.29,1.13,1.51,507,"191,850.00",70,37,33,0,0,0,12.3,6.01,19.35,148.19,150.27,146.12,68,72.13,63.05,160,160,160,129.5,129.5,90,50,55,Close,80,120,320,,,,,,,,,,,
98,CME_MINI:MNQ1!,5,665,220.5,444.5,35.29,33.33,37.5,1.25,1.15,1.38,455,"191,850.00",68,36,32,0,0,0,9.78,6.13,13.89,139.15,142.83,135.46,60.78,62.23,59.05,160,160,160,109.5,109.5,70,55,55,Close,80,80,260,,,,,,,,,,,
99,CME_MINI:MNQ1!,5,568,220.5,347.5,34.33,33.33,35.48,1.21,1.15,1.29,455,"191,850.00",67,36,31,0,0,0,8.48,6.13,11.21,140.98,142.83,138.95,60.78,62.23,59.05,160,160,160,109.5,109.5,70,60,55,Close,80,80,260,,,,,,,,,,,
208,CME_MINI:MNQ1!,5,665,220.5,444.5,35.29,33.33,37.5,1.25,1.15,1.38,455,"191,850.00",68,36,32,0,0,0,9.78,6.13,13.89,139.15,142.83,135.46,60.78,62.23,59.05,160,160,160,109.5,109.5,70,55,55,Close,90,80,260,,,,,,,,,,,
209,CME_MINI:MNQ1!,5,568,220.5,347.5,34.33,33.33,35.48,1.21,1.15,1.29,455,"191,850.00",67,36,31,0,0,0,8.48,6.13,11.21,140.98,142.83,138.95,60.78,62.23,59.05,160,160,160,109.5,109.5,70,60,55,Close,90,80,260,,,,,,,,,,,
318,CME_MINI:MNQ1!,5,665,220.5,444.5,35.29,33.33,37.5,1.25,1.15,1.38,455,"191,850.00",68,36,32,0,0,0,9.78,6.13,13.89,139.15,142.83,135.46,60.78,62.23,59.05,160,160,160,109.5,109.5,70,55,55,Close,100,80,260,,,,,,,,,,,
319,CME_MINI:MNQ1!,5,568,220.5,347.5,34.33,33.33,35.48,1.21,1.15,1.29,455,"191,850.00",67,36,31,0,0,0,8.48,6.13,11.21,140.98,142.83,138.95,60.78,62.23,59.05,160,160,160,109.5,109.5,70,60,55,Close,100,80,260,,,,,,,,,,,
240,CME_MINI:MNQ1!,5,290,220,70,26.26,26.42,26.09,1.08,1.12,1.04,740,"191,850.00",99,53,46,0,0,0,2.93,4.15,1.52,142.69,142.86,142.5,47.5,45.64,49.7,160,160,160,60,60,60,50,25,Touch,100,80,260,,,,,,,,,,,
471,CME_MINI:MNQ1!,5,370,220,150,31.11,31.37,30.77,1.1,1.1,1.1,699.5,"191,850.00",90,51,39,0,0,0,4.11,4.31,3.85,143.93,145,142.5,60,60,60,160,160,160,60,60,60,50,40,Touch,80,120,260,,,,,,,,,,,
672,CME_MINI:MNQ1!,5,-580,220,-800,27.94,31.88,23.88,0.9,1.08,0.73,"1,217.00","191,850.00",136,69,67,0,0,0,-4.26,3.19,-11.94,137.89,138.18,137.5,60,60,60,160,160,160,60,60,60,10,25,Touch,100,120,260,,,,,,,,,,,
916,CME_MINI:MNQ1!,5,-130,220,-350,33.33,36.54,30,0.97,1.09,0.86,838,"191,850.00",102,52,50,0,0,0,-1.27,4.23,-7,139.71,141.05,138,72.84,74.55,71.18,160,160,160,80,80,80,20,55,Touch,80,160,260,,,,,,,,,,,
933,CME_MINI:MNQ1!,5,480,220,260,33.33,34.21,32.14,1.17,1.13,1.23,559.5,"191,850.00",66,38,28,0,0,0,7.27,5.79,9.29,151.82,150.77,153.33,66.51,69.6,62.22,160,160,160,80,80,80,50,70,Touch,80,160,260,,,,,,,,,,,
1148,CME_MINI:MNQ1!,5,230,220,10,32.89,35,30.56,1.07,1.12,1.01,894,"191,850.00",76,40,36,0,0,0,3.03,5.5,0.28,146.8,147.14,146.36,68.8,70.77,66.67,160,160,160,80,80,80,25,70,Touch,100,160,260,,,,,,,,,,,
1246,CME_MINI:MNQ1!,5,-180,220,-400,32.63,36.17,29.17,0.96,1.1,0.83,798.5,"191,850.00",95,47,48,0,0,0,-1.89,4.68,-8.33,140.65,142.35,138.57,72.06,73.33,70.91,160,160,160,80,80,80,20,55,Touch,110,160,260,,,,,,,,,,,
1994,CME_MINI:MNQ1!,5,-220,220,-440,26.23,28.79,23.21,0.96,1.08,0.83,"1,105.50","191,850.00",122,66,56,0,0,0,-1.8,3.33,-7.86,160,160,160,60,60,60,160,160,160,60,60,60,20,25,Touch,100,120,320,,,,,,,,,,,
1999,CME_MINI:MNQ1!,5,320,220,100,28.43,29.09,27.66,1.07,1.09,1.05,"1,080.00","191,850.00",102,55,47,0,0,0,3.14,4,2.13,160,160,160,60,60,60,160,160,160,60,60,60,45,25,Touch,100,120,320,,,,,,,,,,,
56,CME_MINI:MNQ1!,5,993.5,218,775.5,38.1,35.29,40.74,1.26,1.11,1.43,608.5,"191,850.00",105,51,54,0,0,0,9.46,4.27,14.36,120.53,125.19,116.7,60.75,61.68,59.73,160,160,160,130,93.5,130,10,10,Close,80,80,260,,,,,,,,,,,
431,CME_MINI:MNQ1!,5,516,217,299,33.78,33.33,34.21,1.18,1.15,1.21,479.5,"191,850.00",74,36,38,0,0,0,6.97,6.03,7.87,137.16,139.79,134.73,60.69,60.85,60.52,160,160,160,115,109.5,115,15,70,Close,110,80,260,,,,,,,,,,,
1487,CME_MINI:MNQ1!,5,948,215,733,35.64,33.33,37.74,1.24,1.11,1.38,663.5,"191,850.00",101,48,53,0,0,0,9.39,4.48,13.83,134.85,136.41,133.6,62.01,61.48,62.55,160,160,160,130,93.5,130,15,10,Close,90,80,320,,,,,,,,,,,
1597,CME_MINI:MNQ1!,5,"1,134.50",215,919.5,36.36,33.33,39.22,1.3,1.11,1.52,564.5,"191,850.00",99,48,51,0,0,0,11.46,4.48,18.03,134.85,136.41,133.6,60.98,61.48,60.43,160,160,160,130,93.5,130,15,10,Close,100,80,320,,,,,,,,,,,
527,CME_MINI:MNQ1!,5,613,212,401,39.24,39.53,38.89,1.18,1.11,1.28,455.5,"191,850.00",79,43,36,0,0,0,7.76,4.93,11.14,127.98,125.94,130.46,69.89,74.19,64.8,160,160,160,144,144,102,55,40,Close,80,120,260,,,,,,,,,,,
528,CME_MINI:MNQ1!,5,516,212,304,38.46,39.53,37.14,1.15,1.11,1.21,455.5,"191,850.00",78,43,35,0,0,0,6.62,4.93,8.69,129.02,125.94,133.04,69.89,74.19,64.8,160,160,160,144,144,102,60,40,Close,80,120,260,,,,,,,,,,,
637,CME_MINI:MNQ1!,5,613,212,401,39.24,39.53,38.89,1.18,1.11,1.28,455.5,"191,850.00",79,43,36,0,0,0,7.76,4.93,11.14,127.98,125.94,130.46,69.89,74.19,64.8,160,160,160,144,144,102,55,40,Close,90,120,260,,,,,,,,,,,
638,CME_MINI:MNQ1!,5,516,212,304,38.46,39.53,37.14,1.15,1.11,1.21,455.5,"191,850.00",78,43,35,0,0,0,6.62,4.93,8.69,129.02,125.94,133.04,69.89,74.19,64.8,160,160,160,144,144,102,60,40,Close,90,120,260,,,,,,,,,,,
747,CME_MINI:MNQ1!,5,613,212,401,39.24,39.53,38.89,1.18,1.11,1.28,455.5,"191,850.00",79,43,36,0,0,0,7.76,4.93,11.14,127.98,125.94,130.46,69.89,74.19,64.8,160,160,160,144,144,102,55,40,Close,100,120,260,,,,,,,,,,,
748,CME_MINI:MNQ1!,5,516,212,304,38.46,39.53,37.14,1.15,1.11,1.21,455.5,"191,850.00",78,43,35,0,0,0,6.62,4.93,8.69,129.02,125.94,133.04,69.89,74.19,64.8,160,160,160,144,144,102,60,40,Close,100,120,260,,,,,,,,,,,
463,CME_MINI:MNQ1!,5,-640,210,-850,27.56,31.82,22.95,0.88,1.08,0.69,"1,014.50","191,850.00",127,66,61,0,0,0,-5.04,3.18,-13.93,137.71,138.57,136.43,60,60,60,160,160,160,60,60,60,10,40,Touch,80,120,260,,,,,,,,,,,
485,CME_MINI:MNQ1!,5,270,210,60,30.61,31.25,30,1.07,1.11,1.03,755.5,"191,850.00",98,48,50,0,0,0,2.76,4.38,1.2,143,146,140,60,60,60,160,160,160,60,60,60,10,70,Touch,80,120,260,,,,,,,,,,,
573,CME_MINI:MNQ1!,5,-710,210,-920,27.2,31.82,22.03,0.87,1.08,0.66,"1,084.50","191,850.00",125,66,59,0,0,0,-5.68,3.18,-15.59,137.94,138.57,136.92,60,60,60,160,160,160,60,60,60,10,40,Touch,90,120,260,,,,,,,,,,,
683,CME_MINI:MNQ1!,5,-840,210,"-1,050.00",26.61,31.82,20.69,0.84,1.08,0.61,"1,214.50","191,850.00",124,66,58,0,0,0,-6.77,3.18,-18.1,138.18,138.57,137.5,60,60,60,160,160,160,60,60,60,10,40,Touch,100,120,260,,,,,,,,,,,
983,CME_MINI:MNQ1!,5,437,204.5,232.5,38.03,39.47,36.36,1.14,1.11,1.17,641,"191,850.00",71,38,33,0,0,0,6.15,5.38,7.05,135.59,134.87,136.5,73.27,79.07,66.93,160,160,160,149.5,149.5,101,25,70,Close,80,160,260,,,,,,,,,,,
1851,CME_MINI:MNQ1!,5,770.5,202,568.5,37.5,35.56,39.53,1.2,1.09,1.33,653,"191,850.00",88,45,43,0,0,0,8.76,4.49,13.22,140.39,146.06,135.06,70.23,73.62,66.44,160,160,160,129.5,129.5,113.5,20,55,Close,80,120,320,,,,,,,,,,,
1961,CME_MINI:MNQ1!,5,633.5,202,431.5,36.78,35.56,38.1,1.16,1.09,1.25,653,"191,850.00",87,45,42,0,0,0,7.28,4.49,10.27,140.5,146.06,134.94,70.23,73.62,66.44,160,160,160,129.5,129.5,113.5,20,55,Close,90,120,320,,,,,,,,,,,
2071,CME_MINI:MNQ1!,5,633.5,202,431.5,36.78,35.56,38.1,1.16,1.09,1.25,653,"191,850.00",87,45,42,0,0,0,7.28,4.49,10.27,140.5,146.06,134.94,70.23,73.62,66.44,160,160,160,129.5,129.5,113.5,20,55,Close,100,120,320,,,,,,,,,,,
487,CME_MINI:MNQ1!,5,100,200,-100,29.41,31.11,27.5,1.03,1.11,0.94,740,"191,850.00",85,45,40,0,0,0,1.18,4.44,-2.5,145.6,147.14,143.64,60,60,60,160,160,160,60,60,60,20,70,Touch,80,120,260,,,,,,,,,,,
603,CME_MINI:MNQ1!,5,560,200,360,31.75,30.56,33.33,1.22,1.13,1.35,479.5,"191,850.00",63,36,27,0,0,0,8.89,5.56,13.33,154,154.55,153.33,60,60,60,160,160,160,60,60,60,50,70,Touch,90,120,260,,,,,,,,,,,
713,CME_MINI:MNQ1!,5,560,200,360,31.75,30.56,33.33,1.22,1.13,1.35,479.5,"191,850.00",63,36,27,0,0,0,8.89,5.56,13.33,154,154.55,153.33,60,60,60,160,160,160,60,60,60,50,70,Touch,100,120,260,,,,,,,,,,,
1119,CME_MINI:MNQ1!,5,350,200,150,35.29,36.36,34.04,1.08,1.08,1.07,"1,080.00","191,850.00",102,55,47,0,0,0,3.43,3.64,3.19,139.17,139,139.38,71.69,73.71,69.33,160,160,160,80,80,80,45,25,Touch,100,160,260,,,,,,,,,,,
1774,CME_MINI:MNQ1!,5,-140,200,-340,26.56,28.57,24.14,0.97,1.07,0.87,"1,160.00","191,850.00",128,70,58,0,0,0,-1.09,2.86,-5.86,160,160,160,60,60,60,160,160,160,60,60,60,20,25,Touch,80,120,320,,,,,,,,,,,
1779,CME_MINI:MNQ1!,5,240,200,40,28.04,28.81,27.08,1.05,1.08,1.02,"1,140.00","191,850.00",107,59,48,0,0,0,2.24,3.39,0.83,160,160,160,60,60,60,160,160,160,60,60,60,45,25,Touch,80,120,320,,,,,,,,,,,
2005,CME_MINI:MNQ1!,5,-600,200,-800,24.55,28.81,19.61,0.88,1.08,0.67,"1,026.00","191,850.00",110,59,51,0,0,0,-5.45,3.39,-15.69,160,160,160,60,60,60,160,160,160,60,60,60,20,40,Touch,100,120,320,,,,,,,,,,,
100,CME_MINI:MNQ1!,5,302.5,199.5,103,33.75,35,32.5,1.09,1.12,1.07,587,"191,850.00",80,40,40,0,0,0,3.78,4.99,2.58,129.98,130.36,129.58,61.67,62.52,60.83,160,160,160,115,109.5,115,10,70,Close,80,80,260,,,,,,,,,,,
210,CME_MINI:MNQ1!,5,302.5,199.5,103,33.75,35,32.5,1.09,1.12,1.07,587,"191,850.00",80,40,40,0,0,0,3.78,4.99,2.58,129.98,130.36,129.58,61.67,62.52,60.83,160,160,160,115,109.5,115,10,70,Close,90,80,260,,,,,,,,,,,
320,CME_MINI:MNQ1!,5,398,199.5,198.5,34.18,35,33.33,1.13,1.12,1.13,536,"191,850.00",79,40,39,0,0,0,5.04,4.99,5.09,129.98,130.36,129.58,61.01,62.52,59.44,160,160,160,115,109.5,115,10,70,Close,100,80,260,,,,,,,,,,,
863,CME_MINI:MNQ1!,5,349,199,150,36.71,36.59,36.84,1.1,1.11,1.09,667.5,"191,850.00",79,41,38,0,0,0,4.42,4.85,3.95,131.4,138.07,124.25,69.23,72,66.23,160,160,160,129.5,129.5,113.5,30,55,Close,110,120,260,,,,,,,,,,,
1956,CME_MINI:MNQ1!,5,"1,055.50",196,859.5,39.51,37.21,42.11,1.31,1.1,1.6,397,"191,850.00",81,43,38,0,0,0,13.03,4.56,22.62,140.81,138.81,142.81,70.42,75,64.8,160.5,160,160.5,144,144,102,50,40,Close,90,120,320,,,,,,,,,,,
2066,CME_MINI:MNQ1!,5,"1,055.50",196,859.5,39.51,37.21,42.11,1.31,1.1,1.6,397,"191,850.00",81,43,38,0,0,0,13.03,4.56,22.62,140.81,138.81,142.81,70.42,75,64.8,160.5,160,160.5,144,144,102,50,40,Close,100,120,320,,,,,,,,,,,
1492,CME_MINI:MNQ1!,5,709.5,194,515.5,35.11,35.56,34.69,1.19,1.1,1.28,492.5,"191,850.00",94,45,49,0,0,0,7.55,4.31,10.52,134.33,128.56,139.76,62.06,64.24,60.02,160.5,160,160.5,93.5,93.5,87.5,40,10,Close,90,80,320,,,,,,,,,,,
1602,CME_MINI:MNQ1!,5,797,194,603,35.48,35.56,35.42,1.22,1.1,1.34,492.5,"191,850.00",93,45,48,0,0,0,8.57,4.31,12.56,134.33,128.56,139.76,61.63,64.24,59.1,160.5,160,160.5,93.5,93.5,84.5,40,10,Close,100,80,320,,,,,,,,,,,
430,CME_MINI:MNQ1!,5,390.5,192,198.5,33.77,34.21,33.33,1.13,1.12,1.13,569.5,"191,850.00",77,38,39,0,0,0,5.07,5.05,5.09,131.98,134.38,129.58,60.82,62.2,59.44,160,160,160,115,109.5,115,10,70,Close,110,80,260,,,,,,,,,,,
1933,CME_MINI:MNQ1!,5,627,191.5,435.5,37.63,38.64,36.73,1.15,1.1,1.21,702,"191,850.00",93,44,49,0,0,0,6.74,4.35,8.89,134.24,129.44,138.78,71.43,74.41,68.75,160.5,160,160.5,113.5,113.5,107.5,45,10,Close,90,120,320,,,,,,,,,,,
1934,CME_MINI:MNQ1!,5,813,191.5,621.5,38.71,38.64,38.78,1.2,1.1,1.32,549.5,"191,850.00",93,44,49,0,0,0,8.74,4.35,12.68,133.14,129.44,136.45,71.07,74.41,67.97,160.5,160,160.5,113.5,113.5,107.5,50,10,Close,90,120,320,,,,,,,,,,,
2043,CME_MINI:MNQ1!,5,734.5,191.5,543,38.04,38.64,37.5,1.19,1.1,1.28,647,"191,850.00",92,44,48,0,0,0,7.98,4.35,11.31,134.24,129.44,138.78,70.79,74.41,67.41,160.5,160,160.5,113.5,113.5,104.5,45,10,Close,100,120,320,,,,,,,,,,,
2044,CME_MINI:MNQ1!,5,920.5,191.5,729,39.13,38.64,39.58,1.24,1.1,1.39,549.5,"191,850.00",92,44,48,0,0,0,10.01,4.35,15.19,133.14,129.44,136.45,70.41,74.41,66.55,160.5,160,160.5,113.5,113.5,104.5,50,10,Close,100,120,320,,,,,,,,,,,
455,CME_MINI:MNQ1!,5,-50,190,-240,29.6,31.43,27.27,0.99,1.07,0.9,970,"191,850.00",125,70,55,0,0,0,-0.4,2.71,-4.36,139.73,139.55,140,60,60,60,160,160,160,60,60,60,25,25,Touch,80,120,260,,,,,,,,,,,
596,CME_MINI:MNQ1!,5,40,190,-150,29.07,30.95,27.27,1.01,1.11,0.92,800,"191,850.00",86,42,44,0,0,0,0.47,4.52,-3.41,145.6,148.46,142.5,60,60,60,160,160,160,60,60,60,15,70,Touch,90,120,260,,,,,,,,,,,
707,CME_MINI:MNQ1!,5,150,190,-40,29.63,30.95,28.21,1.04,1.11,0.98,620,"191,850.00",81,42,39,0,0,0,1.85,4.52,-1.03,146.25,148.46,143.64,60,60,60,160,160,160,60,60,60,20,70,Touch,100,120,260,,,,,,,,,,,
928,CME_MINI:MNQ1!,5,120,190,-70,32.5,34.88,29.73,1.03,1.1,0.96,974,"191,850.00",80,43,37,0,0,0,1.5,4.42,-1.89,146.15,146,146.36,69.43,71.43,67.2,160,160,160,80,80,80,25,70,Touch,80,160,260,,,,,,,,,,,
1258,CME_MINI:MNQ1!,5,200,190,10,32.43,34.21,30.56,1.06,1.11,1.01,894,"191,850.00",74,38,36,0,0,0,2.7,5,0.28,147.5,148.46,146.36,68.16,69.6,66.67,160,160,160,80,80,80,25,70,Touch,110,160,260,,,,,,,,,,,
1496,CME_MINI:MNQ1!,5,837.5,188.5,649,35.87,34.88,36.73,1.23,1.1,1.36,517,"191,850.00",92,43,49,0,0,0,9.1,4.38,13.24,135.2,134.8,135.53,62.48,65.48,59.68,160.5,160,160.5,124,124,87.5,60,10,Close,90,80,320,,,,,,,,,,,
1606,CME_MINI:MNQ1!,5,828,188.5,639.5,35.56,34.88,36.17,1.23,1.1,1.38,429.5,"191,850.00",90,43,47,0,0,0,9.2,4.38,13.61,136.39,134.8,137.79,62.04,65.48,58.72,160.5,160,160.5,124,124,84.5,60,10,Close,100,80,320,,,,,,,,,,,
205,CME_MINI:MNQ1!,5,752,188,564,37.33,34.21,40.54,1.26,1.12,1.42,367,"191,850.00",75,38,37,0,0,0,10.03,4.95,15.24,130.54,135.04,126.63,61.77,62.7,60.7,160,160,160,109.5,109.5,93.5,40,55,Close,90,80,260,,,,,,,,,,,
315,CME_MINI:MNQ1!,5,752,188,564,37.33,34.21,40.54,1.26,1.12,1.42,367,"191,850.00",75,38,37,0,0,0,10.03,4.95,15.24,130.54,135.04,126.63,61.77,62.7,60.7,160,160,160,109.5,109.5,93.5,40,55,Close,100,80,260,,,,,,,,,,,
428,CME_MINI:MNQ1!,5,632.5,188,444.5,34.85,32.35,37.5,1.24,1.13,1.38,544.5,"191,850.00",66,34,32,0,0,0,9.58,5.53,13.89,140.72,146.45,135.46,60.56,61.87,59.05,160,160,160,109.5,109.5,70,55,55,Close,110,80,260,,,,,,,,,,,
