Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Doji Body Threshold (%),Star Gap Threshold (%),Minimum Body Size for Star Pattern (%),Maximum Middle Candle Body Size (%),Trade Quantity,Risk/Reward Ratio,Maximum Trades Per Day,Trading Start Hour (ET),Trading Start Minute,Trading End Hour (ET),Trading End Minute,Force Close Hour (ET),Force Close Minute,Use ADX Filter,ADX Length,ADX Threshold,Show Pattern Markers,Show Pattern Labels,Show SL/TP Levels,Marker Size
1309,"CME_MINI:MES1!","15","-728.75","-721.25","-7.50","40.45","41.84","38.75","0.92","0.86","1.00","2,738.75","145,818.75",178,98,80,0,0,0,"-4.09","-7.36","-0.09","112.05","109.54","115.36","82.98","91.45","73.14","577.50","517.50","577.50","625.00","625.00","200.00",10,5,50,40,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1310,"CME_MINI:MES1!","15","1,128.75","318.75","810.00","42.31","42.47","42.11","1.21","1.10","1.36","1,491.25","157,680.00",130,73,57,0,0,0,"8.68","4.37","14.21","118.91","112.90","126.67","72.15","75.74","67.58","577.50","517.50","577.50","216.25","216.25","165.00",10,5,55,40,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1311,"CME_MINI:MES1!","15","2,166.25","1,381.25","785.00","48.96","53.70","42.86","1.62","1.75","1.47","1,203.75","168,705.00",96,54,42,0,0,0,"22.57","25.58","18.69","120.37","110.82","135.76","72.73","73.30","72.12","577.50","517.50","577.50","202.50","202.50","165.00",10,5,60,40,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1312,"CME_MINI:MES1!","15","1,272.50","697.50","575.00","51.52","57.50","42.31","1.50","1.54","1.46","1,040.00","168,660.00",66,40,26,0,0,0,"19.28","17.44","22.12","111.99","86.36","165.57","79.22","75.81","83.08","577.50","227.50","577.50","202.50","202.50","165.00",10,5,65,40,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1313,"CME_MINI:MES1!","15","1,212.50","437.50","775.00","52.27","59.26","41.18","1.79","1.48","2.24","478.75","109,692.50",44,27,17,0,0,0,"27.56","16.20","45.59","119.51","84.22","200.18","73.15","82.73","62.63","577.50","227.50","577.50","202.50","202.50","133.75",10,5,70,40,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1314,"CME_MINI:MES1!","15","818.75","562.50","256.25","62.07","66.67","50.00","1.76","1.79","1.69","407.50","109,650.00",29,21,8,0,0,0,"28.23","26.79","32.03","105.49","90.89","156.56","98.18","101.43","92.50","341.25","227.50","341.25","202.50","202.50","133.75",10,5,75,40,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1315,"CME_MINI:MES1!","15","-2,812.50","-1,921.25","-891.25","37.66","38.13","37.16","0.81","0.77","0.86","4,716.25","131,162.50",308,160,148,0,0,0,"-9.13","-12.01","-6.02","103.57","103.34","103.82","77.22","83.08","70.98","577.50","406.25","577.50","625.00","625.00","302.50",10,5,35,45,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1316,"CME_MINI:MES1!","15","-3,142.50","-1,300.00","-1,842.50","37.59","40.71","34.13","0.76","0.82","0.70","4,426.25","131,162.50",266,140,126,0,0,0,"-11.81","-9.29","-14.62","100.76","101.97","99.16","79.63","85.69","73.57","577.50","406.25","577.50","625.00","625.00","427.50",10,5,40,45,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1317,"CME_MINI:MES1!","15","-3,010.00","-1,716.25","-1,293.75","37.04","38.66","35.05","0.73","0.74","0.73","4,215.00","145,818.75",216,119,97,0,0,0,"-13.94","-14.42","-13.34","104.08","104.08","104.08","83.35","89.09","76.71","577.50","406.25","577.50","625.00","625.00","427.50",10,5,45,45,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1318,"CME_MINI:MES1!","15","-817.50","-917.50","100.00","40.31","40.00","40.70","0.91","0.84","1.03","2,686.25","145,818.75",191,105,86,0,0,0,"-4.28","-8.74","1.16","110.68","116.61","103.57","81.93","92.30","69.12","577.50","517.50","577.50","625.00","625.00","200.00",10,5,50,45,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1319,"CME_MINI:MES1!","15","1,106.25","248.75","857.50","42.75","41.56","44.26","1.19","1.07","1.40","1,633.75","160,020.00",138,77,61,0,0,0,"8.02","3.23","14.06","117.25","122.07","111.53","73.56","81.28","63.35","577.50","517.50","577.50","250.00","250.00","163.75",10,5,55,45,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1320,"CME_MINI:MES1!","15","2,652.50","1,542.50","1,110.00","50.00","51.72","47.83","1.73","1.74","1.71","1,346.25","179,190.00",104,58,46,0,0,0,"25.50","26.59","24.13","120.87","120.67","121.14","71.23","74.20","67.61","577.50","517.50","577.50","202.50","202.50","163.75",10,5,60,45,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1321,"CME_MINI:MES1!","15","1,873.75","733.75","1,140.00","52.00","53.33","50.00","1.67","1.44","2.00","1,182.50","179,145.00",75,45,30,0,0,0,"24.98","16.31","38.00","119.87","99.69","152.17","77.81","78.99","76.17","577.50","406.25","577.50","202.50","202.50","163.75",10,5,65,45,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1322,"CME_MINI:MES1!","15","1,941.25","843.75","1,097.50","54.17","60.71","45.00","2.22","1.93","2.60","540.00","109,692.50",48,28,20,0,0,0,"40.44","30.13","54.88","136.11","103.16","198.33","72.61","82.73","62.50","577.50","406.25","577.50","202.50","202.50","133.75",10,5,70,45,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1323,"CME_MINI:MES1!","15","1,547.50","968.75","578.75","63.64","68.18","54.55","2.36","2.36","2.34","365.00","109,650.00",33,22,11,0,0,0,"46.89","44.03","52.61","128.04","111.92","168.33","95.10","101.43","86.25","406.25","406.25","341.25","202.50","202.50","133.75",10,5,75,45,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1324,"CME_MINI:MES1!","15","-3,373.75","-2,162.50","-1,211.25","36.64","37.50","35.76","0.79","0.75","0.84","4,881.25","131,075.00",333,168,165,0,0,0,"-10.13","-12.87","-7.34","103.62","103.35","103.90","75.90","82.61","69.26","577.50","406.25","577.50","625.00","625.00","302.50",10,5,35,50,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1325,"CME_MINI:MES1!","15","-3,237.50","-1,367.50","-1,870.00","37.46","40.67","34.04","0.77","0.82","0.72","4,593.75","131,075.00",291,150,141,0,0,0,"-11.13","-9.12","-13.26","100.63","101.54","99.48","78.06","84.96","71.45","577.50","406.25","577.50","625.00","625.00","427.50",10,5,40,50,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1326,"CME_MINI:MES1!","15","-3,247.50","-1,955.00","-1,292.50","36.71","38.40","34.82","0.74","0.72","0.76","4,292.50","145,775.00",237,125,112,0,0,0,"-13.70","-15.64","-11.54","103.56","102.47","104.90","81.72","89.27","73.75","577.50","406.25","577.50","625.00","625.00","427.50",10,5,45,50,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1327,"CME_MINI:MES1!","15","-1,041.25","-1,183.75","142.50","39.51","39.25","39.80","0.90","0.80","1.04","2,806.25","145,687.50",205,107,98,0,0,0,"-5.08","-11.06","1.45","110.63","116.34","104.49","80.67","93.38","66.65","577.50","517.50","577.50","625.00","625.00","200.00",10,5,50,50,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1328,"CME_MINI:MES1!","15","972.50","85.00","887.50","42.00","41.03","43.06","1.15","1.02","1.35","1,567.50","159,705.00",150,78,72,0,0,0,"6.48","1.09","12.33","115.79","121.72","109.68","72.67","82.83","61.28","577.50","517.50","577.50","250.00","250.00","163.75",10,5,55,50,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1329,"CME_MINI:MES1!","15","2,543.75","1,366.25","1,177.50","48.67","50.88","46.43","1.64","1.65","1.63","1,296.25","178,830.00",113,57,56,0,0,0,"22.51","23.97","21.03","118.59","119.61","117.45","69.80","75.09","64.70","577.50","517.50","577.50","202.50","202.50","163.75",10,5,60,50,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1330,"CME_MINI:MES1!","15","1,797.50","680.00","1,117.50","49.40","52.17","45.95","1.57","1.40","1.79","1,132.50","178,920.00",83,46,37,0,0,0,"21.66","14.78","30.20","120.24","99.69","149.26","74.58","77.84","71.00","577.50","406.25","577.50","202.50","202.50","163.75",10,5,65,50,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1331,"CME_MINI:MES1!","15","1,901.25","790.00","1,111.25","50.91","58.62","42.31","2.00","1.82","2.20","503.75","109,480.00",55,29,26,0,0,0,"34.57","27.24","42.74","135.49","103.16","185.45","70.09","80.31","61.92","577.50","406.25","577.50","202.50","202.50","133.75",10,5,70,50,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1332,"CME_MINI:MES1!","15","1,457.50","915.00","542.50","57.89","65.22","46.67","2.06","2.20","1.88","503.75","109,480.00",38,23,15,0,0,0,"38.36","39.78","36.17","128.92","111.92","165.36","86.17","95.47","76.88","406.25","406.25","341.25","202.50","202.50","133.75",10,5,75,50,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1333,"CME_MINI:MES1!","15","-2,237.50","-1,472.50","-765.00","38.14","39.55","36.72","0.86","0.83","0.90","4,010.00","131,118.75",354,177,177,0,0,0,"-6.32","-8.32","-4.32","105.31","104.66","106.02","75.14","82.23","68.36","577.50","406.25","577.50","625.00","625.00","302.50",10,5,35,55,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1334,"CME_MINI:MES1!","15","-1,982.50","-552.50","-1,430.00","39.29","43.13","35.14","0.86","0.93","0.79","3,996.25","131,118.75",308,160,148,0,0,0,"-6.44","-3.45","-9.66","102.95","103.33","102.45","77.22","84.42","70.39","577.50","406.25","577.50","625.00","625.00","427.50",10,5,40,55,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1335,"CME_MINI:MES1!","15","-1,980.00","-1,243.75","-736.25","38.80","40.74","36.52","0.84","0.83","0.86","3,570.00","145,775.00",250,135,115,0,0,0,"-7.92","-9.21","-6.40","107.85","107.64","108.13","81.32","89.55","72.29","577.50","406.25","577.50","625.00","625.00","427.50",10,5,45,55,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1336,"CME_MINI:MES1!","15","173.75","-543.75","717.50","41.94","41.38","42.57","1.02","0.91","1.19","2,350.00","145,775.00",217,116,101,0,0,0,"0.80","-4.69","7.10","113.70","121.17","105.35","80.73","93.53","65.73","577.50","517.50","577.50","625.00","625.00","200.00",10,5,50,55,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1337,"CME_MINI:MES1!","15","1,831.25","627.50","1,203.75","43.75","43.02","44.59","1.28","1.15","1.48","986.25","159,930.00",160,86,74,0,0,0,"11.45","7.30","16.27","119.91","126.42","112.61","72.92","82.65","61.28","577.50","517.50","577.50","250.00","250.00","163.75",10,5,55,55,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1338,"CME_MINI:MES1!","15","3,386.25","1,992.50","1,393.75","51.26","54.10","48.28","1.85","1.95","1.74","706.25","179,010.00",119,61,58,0,0,0,"28.46","32.66","24.03","120.74","124.09","116.79","69.80","75.09","64.70","577.50","517.50","577.50","202.50","202.50","163.75",10,5,60,55,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1339,"CME_MINI:MES1!","15","2,402.50","1,285.00","1,117.50","51.16","55.10","45.95","1.77","1.75","1.79","712.50","179,055.00",86,49,37,0,0,0,"27.94","26.22","30.20","125.80","111.02","149.26","74.58","77.84","71.00","577.50","406.25","577.50","202.50","202.50","163.75",10,5,65,55,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1340,"CME_MINI:MES1!","15","2,506.25","1,395.00","1,111.25","53.45","62.50","42.31","2.32","2.45","2.20","318.75","109,607.50",58,32,26,0,0,0,"43.21","43.59","42.74","141.90","117.94","185.45","70.09","80.31","61.92","577.50","406.25","577.50","202.50","202.50","133.75",10,5,70,55,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1341,"CME_MINI:MES1!","15","1,642.50","1,100.00","542.50","58.97","66.67","46.67","2.19","2.44","1.88","348.75","109,565.00",39,24,15,0,0,0,"42.12","45.83","36.17","131.36","116.48","165.36","86.17","95.47","76.88","406.25","406.25","341.25","202.50","202.50","133.75",10,5,75,55,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1342,"CME_MINI:MES1!","15","-3,517.50","-1,953.75","-1,563.75","37.20","38.71","35.75","0.80","0.79","0.81","5,413.75","130,462.50",379,186,193,0,0,0,"-9.28","-10.50","-8.10","100.79","104.08","97.36","74.49","82.87","66.78","420.00","406.25","420.00","625.00","625.00","302.50",10,5,35,60,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1343,"CME_MINI:MES1!","15","-2,855.00","-1,095.00","-1,760.00","38.79","42.01","35.40","0.82","0.87","0.76","4,931.25","130,462.50",330,169,161,0,0,0,"-8.65","-6.48","-10.93","99.63","102.78","95.70","77.26","85.64","69.38","420.00","406.25","420.00","625.00","625.00","427.50",10,5,40,60,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1344,"CME_MINI:MES1!","15","-2,217.50","-1,562.50","-655.00","38.18","39.73","36.43","0.84","0.80","0.89","3,795.00","130,418.75",275,146,129,0,0,0,"-8.06","-10.70","-5.08","107.60","104.98","110.82","79.50","86.95","71.51","577.50","406.25","577.50","625.00","625.00","427.50",10,5,45,60,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1345,"CME_MINI:MES1!","15","-238.75","-652.50","413.75","40.83","40.94","40.71","0.98","0.90","1.09","2,367.50","130,418.75",240,127,113,0,0,0,"-0.99","-5.14","3.66","113.14","117.96","107.69","79.76","90.48","67.76","577.50","517.50","577.50","625.00","625.00","226.25",10,5,50,60,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1346,"CME_MINI:MES1!","15","2,013.75","672.50","1,341.25","43.02","41.94","44.19","1.27","1.16","1.42","1,270.00","130,331.25",179,93,86,0,0,0,"11.25","7.23","15.60","123.56","127.66","119.34","73.53","79.75","66.54","577.50","517.50","577.50","250.00","250.00","226.25",10,5,55,60,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1347,"CME_MINI:MES1!","15","3,271.25","1,820.00","1,451.25","49.24","52.24","46.15","1.70","1.77","1.62","658.75","130,375.00",132,67,65,0,0,0,"24.78","27.16","22.33","122.62","119.43","126.33","71.19","73.75","68.79","577.50","517.50","577.50","226.25","202.50","226.25",10,5,60,60,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1348,"CME_MINI:MES1!","15","2,657.50","1,335.00","1,322.50","50.53","56.86","43.18","1.76","1.76","1.76","665.00","130,375.00",95,51,44,0,0,0,"27.97","26.18","30.06","127.92","106.29","160.92","74.10","79.43","69.40","577.50","406.25","577.50","202.50","202.50","163.75",10,5,65,60,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1349,"CME_MINI:MES1!","15","2,897.50","1,402.50","1,495.00","53.97","62.86","42.86","2.44","2.35","2.55","318.75","130,375.00",63,35,28,0,0,0,"45.99","40.07","53.39","144.23","111.08","205.00","69.18","80.10","60.31","577.50","406.25","577.50","202.50","202.50","133.75",10,5,70,60,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1350,"CME_MINI:MES1!","15","1,691.25","1,185.00","506.25","59.52","69.23","43.75","2.20","2.55","1.78","348.75","130,462.50",42,26,16,0,0,0,"40.27","45.58","31.64","124.25","108.26","165.36","83.24","95.47","72.36","406.25","406.25","341.25","202.50","202.50","133.75",10,5,75,60,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1351,"CME_MINI:MES1!","15","-1,878.75","-1,462.50","-416.25","34.02","40.00","27.66","0.64","0.56","0.77","2,740.00","145,381.25",97,50,47,0,0,0,"-19.37","-29.25","-8.86","100.19","94.56","108.85","81.02","111.79","53.86","238.75","196.25","238.75","625.00","625.00","165.00",10,5,35,15,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1352,"CME_MINI:MES1!","15","-1,480.00","-1,187.50","-292.50","37.35","44.44","28.95","0.68","0.62","0.80","2,643.75","145,381.25",83,45,38,0,0,0,"-17.83","-26.39","-7.70","99.80","94.88","108.75","87.96","123.40","55.14","238.75","196.25","238.75","625.00","625.00","165.00",10,5,40,15,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1353,"CME_MINI:MES1!","15","-2,042.50","-1,702.50","-340.00","30.65","36.11","23.08","0.49","0.41","0.69","2,593.75","145,775.00",62,36,26,0,0,0,"-32.94","-47.29","-13.08","102.76","91.15","127.92","92.91","125.54","55.38","238.75","196.25","238.75","625.00","625.00","165.00",10,5,45,15,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1354,"CME_MINI:MES1!","15","-2,195.00","-1,895.00","-300.00","27.78","33.33","19.05","0.42","0.34","0.68","2,665.00","145,818.75",54,33,21,0,0,0,"-40.65","-57.42","-14.29","106.92","87.95","159.06","97.40","130.11","55.07","238.75","196.25","238.75","625.00","625.00","165.00",10,5,50,15,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1355,"CME_MINI:MES1!","15","-617.50","-565.00","-52.50","31.43","36.36","23.08","0.67","0.57","0.91","1,281.25","157,590.00",35,22,13,0,0,0,"-17.64","-25.68","-4.04","115.00","91.88","176.67","78.44","92.86","58.25","238.75","196.25","238.75","367.50","367.50","165.00",10,5,55,15,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1356,"CME_MINI:MES1!","15","-366.25","-361.25","-5.00","37.04","42.11","25.00","0.75","0.67","0.99","1,073.75","171,045.00",27,19,8,0,0,0,"-13.56","-19.01","-0.63","112.50","91.88","195.00","87.72","99.66","65.83","238.75","196.25","238.75","367.50","367.50","165.00",10,5,60,15,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1357,"CME_MINI:MES1!","15","-265.00","-325.00","60.00","40.91","46.67","28.57","0.78","0.62","1.18","796.25","171,090.00",22,15,7,0,0,0,"-12.05","-21.67","8.57","103.19","76.96","195.00","91.83","107.97","66.00","238.75","151.25","238.75","367.50","367.50","165.00",10,5,65,15,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1358,"CME_MINI:MES1!","15","-260.00","-138.75","-121.25","50.00","58.33","0.00","0.67","0.80","0.00","783.75","107,737.50",14,12,2,0,0,0,"-18.57","-11.56","-60.63","76.96","76.96","","114.11","135.50","60.63","151.25","151.25","","367.50","367.50","75.00",10,5,70,15,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1359,"CME_MINI:MES1!","15","-282.50","-161.25","-121.25","50.00","62.50","0.00","0.58","0.71","0.00","678.75","92,565.00",10,8,2,0,0,0,"-28.25","-20.16","-60.63","78.00","78.00","","134.50","183.75","60.63","151.25","151.25","","367.50","367.50","75.00",10,5,75,15,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1360,"CME_MINI:MES1!","15","-1,441.25","-1,578.75","137.50","33.87","37.70","30.16","0.77","0.58","1.06","2,251.25","145,337.50",124,61,63,0,0,0,"-11.62","-25.88","2.18","113.72","94.40","137.11","75.82","98.68","56.08","353.75","280.00","353.75","625.00","625.00","177.50",10,5,35,20,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1361,"CME_MINI:MES1!","15","-740.00","-1,258.75","518.75","38.24","42.31","34.00","0.86","0.63","1.28","2,027.50","145,337.50",102,52,50,0,0,0,"-7.25","-24.21","10.38","115.19","95.74","140.37","83.06","112.17","56.59","353.75","280.00","353.75","625.00","625.00","177.50",10,5,40,20,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1362,"CME_MINI:MES1!","15","-1,430.00","-1,876.25","446.25","32.89","35.00","30.56","0.68","0.39","1.31","2,051.25","145,687.50",76,40,36,0,0,0,"-18.82","-46.91","12.40","124.10","85.54","173.18","88.87","118.22","58.35","353.75","196.25","353.75","625.00","625.00","177.50",10,5,45,20,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1363,"CME_MINI:MES1!","15","-1,805.00","-2,173.75","368.75","29.23","29.73","28.57","0.57","0.31","1.35","2,407.50","145,643.75",65,37,28,0,0,0,"-27.77","-58.75","13.17","125.66","87.95","177.50","91.14","120.82","52.56","321.25","196.25","321.25","625.00","625.00","165.00",10,5,50,20,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1364,"CME_MINI:MES1!","15","-207.50","-728.75","521.25","32.56","33.33","31.58","0.90","0.50","1.75","1,022.50","157,455.00",43,24,19,0,0,0,"-4.83","-30.36","27.43","139.55","91.88","203.13","74.53","91.48","53.65","321.25","196.25","321.25","367.50","367.50","165.00",10,5,55,20,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1365,"CME_MINI:MES1!","15","-18.75","-361.25","342.50","40.00","42.11","36.36","0.99","0.67","1.79","788.75","170,955.00",30,19,11,0,0,0,"-0.63","-19.01","31.14","125.73","91.88","193.44","84.86","99.66","61.61","321.25","196.25","321.25","367.50","367.50","165.00",10,5,60,20,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
1366,"CME_MINI:MES1!","15","118.75","-325.00","443.75","45.83","46.67","44.44","1.10","0.62","2.34","562.50","170,865.00",24,15,9,0,0,0,"4.95","-21.67","49.31","119.32","76.96","193.44","91.83","107.97","66.00","321.25","151.25","321.25","367.50","367.50","165.00",10,5,65,20,1,2,5,7,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
